0.4179591836734694	1.5325170068027212	Am
1.5325170068027212	2.647074829931973	bm
2.647074829931973	3.4133333333333336	Bm
3.4133333333333336	4.551111111111111	F
4.551111111111111	5.6656689342403626	C
5.6656689342403626	7.151746031746032	G
7.151746031746032	8.289523809523809	am
8.289523809523809	9.404081632653062	Am
9.404081632653062	10.541859410430838	F
10.541859410430838	11.656417233560092	C
11.656417233560092	13.142494331065759	G
13.142494331065759	14.280272108843537	C
14.280272108843537	15.418049886621315	Am
15.418049886621315	16.532607709750568	F
16.532607709750568	17.647165532879818	C
17.647165532879818	18.94748299319728	G
18.94748299319728	20.108480725623583	am
20.108480725623583	21.408798185941045	Am
21.408798185941045	22.523356009070294	F
22.523356009070294	23.661133786848072	c
23.661133786848072	25.170430839002268	c
25.170430839002268	26.308208616780046	C
26.308208616780046	27.422766439909296	Em
27.422766439909296	28.53732426303855	F
28.53732426303855	29.675102040816327	C
29.675102040816327	31.161179138321994	G
31.161179138321994	32.298956916099776	am
32.298956916099776	33.41351473922902	Am
33.41351473922902	34.528072562358275	F
34.528072562358275	35.66585034013605	C
35.66585034013605	37.151927437641724	G
37.151927437641724	38.2897052154195	C
38.2897052154195	39.404263038548756	Em
39.404263038548756	40.518820861678	F
40.518820861678	41.65659863945578	c
41.65659863945578	42.956916099773245	C
42.956916099773245	44.09469387755102	G
44.09469387755102	45.39501133786848	Am
45.39501133786848	46.53278911564626	F
46.53278911564626	47.67056689342404	c
47.67056689342404	49.1566439909297	c
49.1566439909297	50.29442176870748	C
50.29442176870748	51.40897959183673	Am
51.40897959183673	52.54675736961451	F
52.54675736961451	53.661315192743764	c
53.661315192743764	54.98485260770975	C
54.98485260770975	56.28517006802721	am
56.28517006802721	57.39972789115646	Am
57.39972789115646	58.51428571428571	F
58.51428571428571	59.65206349206349	c
59.65206349206349	60.78984126984127	c
60.78984126984127	61.92761904761905	c
61.92761904761905	63.0421768707483	C
63.0421768707483	64.15673469387755	F
64.15673469387755	65.29451247165532	c
